ep,ep_reward,time
105,-95.29243630591614,7.241054058074951
106,-51.82507138048429,1.7276413440704346
107,-165.08618986782014,2.3673253059387207
108,-40.674370348383626,2.531136989593506
109,-6.939365500017981,2.2131664752960205
110,-13.968855686541653,2.0478668212890625
111,-418.16550576803206,2.1984362602233887
112,-267.21857401793284,2.0476179122924805
113,-385.08108204282513,2.0477583408355713
114,-341.2490553139979,2.2096030712127686
115,-312.2372780113026,2.850447654724121
116,-18.084079776033683,2.250251531600952
117,-45.99535632417952,2.118767261505127
118,-35.315532123207994,2.1248433589935303
119,-540.4706870212326,2.2938292026519775
120,-3.6081657620579257,2.3060476779937744
121,-691.7841276569264,3.140904188156128
122,-346.33965934441017,2.115795373916626
123,-648.0317372258046,3.150346279144287
124,-233.29993303649536,2.1233177185058594
125,-9.591683218382386,1.9573884010314941
126,-358.58239873727916,1.9491183757781982
127,-31.365680435642528,2.121507167816162
128,-5.1736339031948475,2.4651131629943848
129,-41.02730192214819,1.9535467624664307
130,-19.485494142729884,2.133547782897949
